id_joueur,nom_complet,prenom,nom,actif,url_photo
76791,John Garris,John,Garris,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76791.png
1619,Kiwane Garris,Kiwane,Garris,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1619.png
1727,Pat Garrity,Pat,Garrity,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1727.png
1630586,Usman Garuba,Usman,Garuba,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1630586.png
76793,Jim Garvin,Jim,Garvin,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76793.png
1630568,Luka Garza,Luka,Garza,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630568.png
201188,Marc Gasol,Marc,Gasol,False,https://cdn.nba.com/headshots/nba/latest/1040x760/201188.png
2200,Pau Gasol,Pau,Gasol,False,https://cdn.nba.com/headshots/nba/latest/1040x760/2200.png
76794,Frank Gates,Frank,Gates,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76794.png
1629232,Kaiser Gates,Kaiser,Gates,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1629232.png
423,Chris Gatling,Chris,Gatling,False,https://cdn.nba.com/headshots/nba/latest/1040x760/423.png
930,Kenny Gattison,Kenny,Gattison,False,https://cdn.nba.com/headshots/nba/latest/1040x760/930.png
200752,Rudy Gay,Rudy,Gay,False,https://cdn.nba.com/headshots/nba/latest/1040x760/200752.png
76797,Ed Gayda,Ed,Gayda,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76797.png
1845,Andrew Gaze,Andrew,Gaze,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1845.png
1627771,Michael Gbinije,Michael,Gbinije,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1627771.png
1002,Reggie Geary,Reggie,Geary,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1002.png
202087,Alonzo Gee,Alonzo,Gee,False,https://cdn.nba.com/headshots/nba/latest/1040x760/202087.png
761,Matt Geiger,Matt,Geiger,False,https://cdn.nba.com/headshots/nba/latest/1040x760/761.png
101153,Mickael Gelabale,Mickael,Gelabale,False,https://cdn.nba.com/headshots/nba/latest/1040x760/101153.png
1904,Devean George,Devean,George,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1904.png
76800,Jack George,Jack,George,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76800.png
1641718,Keyonte George,Keyonte,George,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1641718.png
1642273,Kyshawn George,Kyshawn,George,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1642273.png
202331,Paul George,Paul,George,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202331.png
76801,Tate George,Tate,George,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76801.png
1627875,Marcus Georges-Hunt,Marcus,Georges-Hunt,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1627875.png
76802,Gus Gerard,Gus,Gerard,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76802.png
76803,Derrick Gervin,Derrick,Gervin,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76803.png
76804,George Gervin,George,Gervin,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76804.png
76805,Gorham Getchell,Gorham,Getchell,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76805.png
76806,John Gianelli,John,Gianelli,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76806.png
76807,Dick Gibbs,Dick,Gibbs,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76807.png
200789,Daniel Gibson,Daniel,Gibson,False,https://cdn.nba.com/headshots/nba/latest/1040x760/200789.png
76808,Dee Gibson,Dee,Gibson,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76808.png
1626780,Jonathan Gibson,Jonathan,Gibson,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1626780.png
76809,Mel Gibson,Mel,Gibson,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76809.png
76810,Mike Gibson,Mike,Gibson,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76810.png
201959,Taj Gibson,Taj,Gibson,True,https://cdn.nba.com/headshots/nba/latest/1040x760/201959.png
76811,Ward Gibson,Ward,Gibson,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76811.png
201592,J.R. Giddens,J.R.,Giddens,False,https://cdn.nba.com/headshots/nba/latest/1040x760/201592.png
1630581,Josh Giddey,Josh,Giddey,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630581.png
201821,Trey Gilder,Trey,Gilder,False,https://cdn.nba.com/headshots/nba/latest/1040x760/201821.png
1628385,Harry Giles III,Harry,Giles III,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1628385.png
1628983,Shai Gilgeous-Alexander,Shai,Gilgeous-Alexander,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1628983.png
1630264,Anthony Gill,Anthony,Gill,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630264.png
2109,Eddie Gill,Eddie,Gill,False,https://cdn.nba.com/headshots/nba/latest/1040x760/2109.png
383,Kendall Gill,Kendall,Gill,False,https://cdn.nba.com/headshots/nba/latest/1040x760/383.png
76812,Ben Gillery,Ben,Gillery,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76812.png
1631221,Collin Gillespie,Collin,Gillespie,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631221.png
1630273,Freddie Gillespie,Freddie,Gillespie,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1630273.png
76813,Gene Gillette,Gene,Gillette,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76813.png
288,Armen Gilliam,Armen,Gilliam,False,https://cdn.nba.com/headshots/nba/latest/1040x760/288.png
76815,Herm Gilliam,Herm,Gilliam,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76815.png
600014,Artis Gilmore,Artis,Gilmore,False,https://cdn.nba.com/headshots/nba/latest/1040x760/600014.png
76817,Walt Gilmore,Walt,Gilmore,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76817.png
76818,Chuck Gilmur,Chuck,Gilmur,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76818.png
1631367,Jacob Gilyard,Jacob,Gilyard,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1631367.png
1938,Manu Ginobili,Manu,Ginobili,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1938.png
1921,Gordan Giricek,Gordan,Giricek,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1921.png
76819,Jack Givens,Jack,Givens,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76819.png
202148,Mickell Gladness,Mickell,Gladness,False,https://cdn.nba.com/headshots/nba/latest/1040x760/202148.png
76820,George Glamack,George,Glamack,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76820.png
76821,Gerald Glass,Gerald,Glass,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76821.png
76822,Mike Glenn,Mike,Glenn,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76822.png
76823,Norman Glick,Norman,Glick,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76823.png
76824,Georgi Glouchkov,Georgi,Glouchkov,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76824.png
76825,Clarence Glover,Clarence,Glover,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76825.png
1901,Dion Glover,Dion,Glover,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1901.png
2601,Andreas Glyniadakis,Andreas,Glyniadakis,False,https://cdn.nba.com/headshots/nba/latest/1040x760/2601.png
76826,Mike Gminski,Mike,Gminski,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76826.png
203497,Rudy Gobert,Rudy,Gobert,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203497.png
76827,Dan Godfread,Dan,Godfread,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76827.png
76828,Tom Gola,Tom,Gola,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76828.png
76829,Ben Goldfaden,Ben,Goldfaden,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76829.png
924,Anthony Goldwire,Anthony,Goldwire,False,https://cdn.nba.com/headshots/nba/latest/1040x760/924.png
101155,Ryan Gomes,Ryan,Gomes,False,https://cdn.nba.com/headshots/nba/latest/1040x760/101155.png
76830,Glen Gondrezick,Glen,Gondrezick,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76830.png
76831,Grant Gondrezick,Grant,Gondrezick,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76831.png
2400,Drew Gooden,Drew,Gooden,False,https://cdn.nba.com/headshots/nba/latest/1040x760/2400.png
76832,Gail Goodrich,Gail,Goodrich,False,https://cdn.nba.com/headshots/nba/latest/1040x760/76832.png
1864,Steve Goodrich,Steve,Goodrich,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1864.png
203462,Archie Goodwin,Archie,Goodwin,False,https://cdn.nba.com/headshots/nba/latest/1040x760/203462.png
1629164,Brandon Goodwin,Brandon,Goodwin,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1629164.png
