Saison,Année,gameId,gameCode,gameStatusText,dateParis,heureParis,homeTeamId,homeTeamTricode,homeTeamScore,awayTeamId,awayTeamTricode,awayTeamScore,seriesGameNumber,gameLabel,poRoundDesc,ifNecessary
2008-2009,2009,0010800001,20081005/DETMIA,Final/OT,2008-10-06,00:30,1610612748,MIA,91,1610612765,DET,95,,,,False
2008-2009,2009,0010800002,20081005/GSWNOH,Final,2008-10-06,01:00,1610612740,NOH,106,1610612744,GSW,103,,,,False
2008-2009,2009,0010800003,20081006/ATLORL,Final,2008-10-07,01:00,1610612753,ORL,101,1610612737,ATL,118,,,,False
2008-2009,2009,0010800004,20081006/MINMIL,Final,2008-10-07,02:00,1610612749,MIL,79,1610612750,MIN,117,,,,False
2008-2009,2009,0010800007,20081007/UTALAL,Final,2008-10-08,04:00,1610612747,LAL,90,1610612762,UTA,99,,,,False
2008-2009,2009,0010800005,20081007/TORCLE,Final,2008-10-08,01:00,1610612739,CLE,84,1610612761,TOR,104,,,,False
2008-2009,2009,0010800008,20081007/WASDAL,Final,2008-10-08,02:30,1610612742,DAL,108,1610612764,WAS,82,,,,False
2008-2009,2009,0010800009,20081007/MEMHOU,Final,2008-10-08,02:30,1610612745,HOU,96,1610612763,MEM,93,,,,False
2008-2009,2009,0010800006,20081007/SACPOR,Final,2008-10-08,04:00,1610612757,POR,110,1610612758,SAC,81,,,,False
2008-2009,2009,0010800016,20081008/ATLPHX,Final,2008-10-09,04:00,1610612756,PHX,96,1610612737,ATL,100,,,,False
2008-2009,2009,0010800015,20081008/OKCMIN,Final,2008-10-09,03:00,1610612750,MIN,88,1610612760,OKC,82,,,,False
2008-2009,2009,0010800010,20081008/NYKTOR,Final,2008-10-09,01:00,1610612761,TOR,113,1610612752,NYK,111,,,,False
2008-2009,2009,0010800011,20081008/BOSPHI,Final,2008-10-09,01:00,1610612755,PHI,98,1610612738,BOS,92,,,,False
2008-2009,2009,0010800012,20081008/CHAORL,Final,2008-10-09,01:00,1610612753,ORL,118,1610612766,CHA,80,,,,False
2008-2009,2009,0010800013,20081008/NOHIND,Final,2008-10-09,01:00,1610612754,IND,71,1610612740,NOH,105,,,,False
2008-2009,2009,0010800014,20081008/WASMEM,Final,2008-10-09,02:00,1610612763,MEM,80,1610612764,WAS,89,,,,False
2008-2009,2009,0010800018,20081008/MILDET,Final,2008-10-09,01:30,1610612765,DET,85,1610612749,MIL,71,,,,False
2008-2009,2009,0010800017,20081008/GSWPOR,Final,2008-10-09,04:00,1610612757,POR,95,1610612744,GSW,110,,,,False
2008-2009,2009,0010800023,20081009/NJNMIA,Final/OT,2008-10-09,20:00,1610612748,MIA,98,1610612751,NJN,100,,,,False
2008-2009,2009,0010800021,20081009/DALCHI,Final,2008-10-10,02:30,1610612741,CHI,102,1610612742,DAL,110,,,,False
2008-2009,2009,0010800022,20081009/SASHOU,Final,2008-10-10,02:30,1610612745,HOU,85,1610612759,SAS,78,,,,False
2008-2009,2009,0010800019,20081009/PHXUTA,Final,2008-10-10,03:00,1610612762,UTA,89,1610612756,PHX,96,,,,False
2008-2009,2009,0010800020,20081009/LACLAL,Final,2008-10-10,04:00,1610612747,LAL,80,1610612746,LAC,107,,,,False
2008-2009,2009,0010800024,20081010/NYKPHI,Final,2008-10-11,01:00,1610612755,PHI,104,1610612752,NYK,110,,,,False
2008-2009,2009,0010800025,20081010/DETWAS,Final,2008-10-11,01:00,1610612764,WAS,62,1610612765,DET,73,,,,False
2008-2009,2009,0010800026,20081010/MOSORL,Final,2008-10-11,01:00,1610612753,ORL,94,12308,MOS,66,,,,False
