Saison,Année,gameId,gameCode,gameStatusText,dateParis,heureParis,homeTeamId,homeTeamTricode,homeTeamScore,awayTeamId,awayTeamTricode,awayTeamScore,seriesGameNumber,gameLabel,poRoundDesc,ifNecessary
2004-2005,2005,0010400002,20041010/GSWSAC,,2004-10-11,03:00,1610612758,SAC,0,1610612744,GSW,0,,,,False
2004-2005,2005,0010400003,20041010/MIAHOU,,2004-10-11,02:30,1610612745,HOU,0,1610612748,MIA,0,,,,False
2004-2005,2005,0010400004,20041011/WASIND,,2004-10-12,01:00,1610612754,IND,0,1610612764,WAS,0,,,,False
2004-2005,2005,0010400005,20041012/MEMORL,,2004-10-13,01:00,1610612753,ORL,0,1610612763,MEM,0,,,,False
2004-2005,2005,0010400006,20041012/CHIBOS,,2004-10-13,01:00,1610612738,BOS,0,1610612741,CHI,0,,,,False
2004-2005,2005,0010400007,20041012/WASPHI,,2004-10-13,01:30,1610612755,PHI,0,1610612764,WAS,0,,,,False
2004-2005,2005,0010400008,20041012/SEALAL,10:30 pm ET,2004-10-13,04:30,1610612747,LAL,0,1610612760,SEA,0,,,,False
2004-2005,2005,0010400009,20041013/DALNOH,,2004-10-14,02:00,1610612740,NOH,0,1610612742,DAL,0,,,,False
2004-2005,2005,0010400010,20041013/LACPHX,,2004-10-14,04:00,1610612756,PHX,0,1610612746,LAC,0,,,,False
2004-2005,2005,0010400011,20041013/SEAPOR,,2004-10-14,04:00,1610612757,POR,0,1610612760,SEA,0,,,,False
2004-2005,2005,0010400012,20041013/ORLATL,,2004-10-14,01:30,1610612737,ATL,0,1610612753,ORL,0,,,,False
2004-2005,2005,0010400013,20041013/BOSDET,,2004-10-14,01:30,1610612765,DET,0,1610612738,BOS,0,,,,False
2004-2005,2005,0010400014,20041013/MINMIL,,2004-10-14,02:30,1610612749,MIL,0,1610612750,MIN,0,,,,False
2004-2005,2005,0010400015,20041014/NJNNYK,,2004-10-15,01:00,1610612752,NYK,0,1610612751,NJN,0,,,,False
2004-2005,2005,0010400016,20041014/WASCHA,,2004-10-15,01:00,1610612766,CHA,0,1610612764,WAS,0,,,,False
2004-2005,2005,0010400017,20041014/CLEMEM,,2004-10-15,02:00,1610612763,MEM,0,1610612739,CLE,0,,,,False
2004-2005,2005,0010400018,20041014/MILDEN,,2004-10-15,03:00,1610612743,DEN,0,1610612749,MIL,0,,,,False
2004-2005,2005,0010400019,20041014/MINATL,,2004-10-15,02:30,1610612737,ATL,0,1610612750,MIN,0,,,,False
2004-2005,2005,0010400020,20041014/PORGSW,,2004-10-15,04:30,1610612744,GSW,0,1610612757,POR,0,,,,False
2004-2005,2005,0010400021,20041014/SACHOU,,2004-10-14,13:30,1610612745,HOU,0,1610612758,SAC,0,,,,False
2004-2005,2005,0010400022,20041015/PHITOR,,2004-10-16,01:00,1610612761,TOR,0,1610612755,PHI,0,,,,False
2004-2005,2005,0010400023,20041015/NOHCHI,,2004-10-16,02:30,1610612741,CHI,0,1610612740,NOH,0,,,,False
2004-2005,2005,0010400024,20041015/ORLMIA,,2004-10-16,02:00,1610612748,MIA,0,1610612753,ORL,0,,,,False
2004-2005,2005,0010400025,20041016/SASNYK,,2004-10-16,19:00,1610612752,NYK,0,1610612759,SAS,0,,,,False
2004-2005,2005,0010400026,20041016/INDMEM,,2004-10-17,02:00,1610612763,MEM,0,1610612754,IND,0,,,,False
2004-2005,2005,0010400027,20041016/LACNOH,,2004-10-17,02:00,1610612740,NOH,0,1610612746,LAC,0,,,,False
2004-2005,2005,0010400028,20041016/CHAPOR,,2004-10-17,04:00,1610612757,POR,0,1610612766,CHA,0,,,,False
2004-2005,2005,0010400029,20041016/PHXSEA,,2004-10-17,04:00,1610612760,SEA,0,1610612756,PHX,0,,,,False
2004-2005,2005,0010400030,20041016/BOSNJN,,2004-10-17,01:30,1610612751,NJN,0,1610612738,BOS,0,,,,False
2004-2005,2005,0010400031,20041016/DETMIA,,2004-10-17,02:30,1610612748,MIA,0,1610612765,DET,0,,,,False
2004-2005,2005,0010400032,20041016/CHICLE,,2004-10-17,02:30,1610612739,CLE,0,1610612741,CHI,0,,,,False
2004-2005,2005,0010400033,20041016/DENMIL,,2004-10-17,02:30,1610612749,MIL,0,1610612743,DEN,0,,,,False
2004-2005,2005,0010400034,20041017/HOUSAC,,2004-10-17,06:01,1610612758,SAC,0,1610612745,HOU,0,,,,False
2004-2005,2005,0010400035,20041017/TORPHI,,2004-10-17,19:00,1610612755,PHI,0,1610612761,TOR,0,,,,False
2004-2005,2005,0010400036,20041017/MINDET,,2004-10-18,00:00,1610612765,DET,0,1610612750,MIN,0,,,,False
2004-2005,2005,0010400037,20041017/UTASEA,,2004-10-18,04:00,1610612760,SEA,0,1610612762,UTA,0,,,,False
2004-2005,2005,0010400038,20041017/GSWLAL,,2004-10-18,03:30,1610612747,LAL,0,1610612744,GSW,0,,,,False
2004-2005,2005,0010400039,20041017/DALORL,,2004-10-18,01:00,1610612753,ORL,0,1610612742,DAL,0,,,,False
2004-2005,2005,0010400040,20041018/NJNCLE,,2004-10-19,01:30,1610612739,CLE,0,1610612751,NJN,0,,,,False
2004-2005,2005,0010400041,20041018/ATLMIA,,2004-10-19,01:30,1610612748,MIA,0,1610612737,ATL,0,,,,False
2004-2005,2005,0010400042,20041019/MININD,,2004-10-20,02:00,1610612754,IND,0,1610612750,MIN,0,,,,False
2004-2005,2005,0010400043,20041019/PHINOH,,2004-10-20,02:00,1610612740,NOH,0,1610612755,PHI,0,,,,False
2004-2005,2005,0010400044,20041019/NYKUTA,,2004-10-20,03:00,1610612762,UTA,0,1610612752,NYK,0,,,,False
2004-2005,2005,0010400045,20041019/CHANJN,,2004-10-20,01:30,1610612751,NJN,0,1610612766,CHA,0,,,,False
2004-2005,2005,0010400046,20041019/BOSCHI,,2004-10-20,02:30,1610612741,CHI,0,1610612738,BOS,0,,,,False
2004-2005,2005,0010400047,20041019/MILDAL,,2004-10-20,02:30,1610612742,DAL,0,1610612749,MIL,0,,,,False
2004-2005,2005,0010400048,20041019/PHXSAS,,2004-10-20,02:30,1610612759,SAS,0,1610612756,PHX,0,,,,False
2004-2005,2005,0010400049,20041019/GSWLAC,,2004-10-20,04:30,1610612746,LAC,0,1610612744,GSW,0,,,,False
2004-2005,2005,0010400050,20041019/SACLAL,,2004-10-20,04:30,1610612747,LAL,0,1610612758,SAC,0,,,,False
2004-2005,2005,0010400051,20041020/MEMATL,,2004-10-20,17:00,1610612737,ATL,0,1610612763,MEM,0,,,,False
2004-2005,2005,0010400052,20041020/TRETOR,,2004-10-21,01:00,1610612761,TOR,0,68,TRE,0,,,,False
2004-2005,2005,0010400053,20041020/WASDET,,2004-10-21,01:00,1610612765,DET,0,1610612764,WAS,0,,,,False
2004-2005,2005,0010400054,20041020/UTAPHX,,2004-10-21,04:00,1610612756,PHX,0,1610612762,UTA,0,,,,False
2004-2005,2005,0010400055,20041020/CHACLE,,2004-10-21,01:30,1610612739,CLE,0,1610612766,CHA,0,,,,False
2004-2005,2005,0010400056,20041021/DENLAC,,2004-10-22,01:30,1610612746,LAC,0,1610612743,DEN,0,,,,False
2004-2005,2005,0010400057,20041021/MILMEM,,2004-10-22,02:00,1610612763,MEM,0,1610612749,MIL,0,,,,False
2004-2005,2005,0010400058,20041021/PORTOR,,2004-10-22,01:00,1610612761,TOR,0,1610612757,POR,0,,,,False
2004-2005,2005,0010400059,20041021/ORLNOH,,2004-10-22,02:00,1610612740,NOH,0,1610612753,ORL,0,,,,False
2004-2005,2005,0010400060,20041021/GSWLAL,,2004-10-22,04:30,1610612747,LAL,0,1610612744,GSW,0,,,,False
2004-2005,2005,0010400061,20041021/CHIHOU,,2004-10-22,02:30,1610612745,HOU,0,1610612741,CHI,0,,,,False
2004-2005,2005,0010400062,20041021/NYKDAL,,2004-10-22,02:30,1610612742,DAL,0,1610612752,NYK,0,,,,False
2004-2005,2005,0010400063,20041021/PHISAS,,2004-10-22,02:30,1610612759,SAS,0,1610612755,PHI,0,,,,False
2004-2005,2005,0010400064,20041022/DENGSW,Final,2004-10-23,01:30,1610612744,GSW,86,1610612743,DEN,105,,,,False
2004-2005,2005,0010400065,20041022/PORCHA,Final,2004-10-23,01:00,1610612766,CHA,69,1610612757,POR,63,,,,False
2004-2005,2005,0010400066,20041022/NYKMIN,Final,2004-10-23,02:00,1610612750,MIN,102,1610612752,NYK,82,,,,False
2004-2005,2005,0010400067,20041022/SACUTA,Final,2004-10-23,03:00,1610612762,UTA,103,1610612758,SAC,88,,,,False
2004-2005,2005,0010400068,20041022/NJNBOS,Final,2004-10-23,01:30,1610612738,BOS,83,1610612751,NJN,96,,,,False
2004-2005,2005,0010400069,20041022/LACLAL,Final,2004-10-23,04:30,1610612747,LAL,113,1610612746,LAC,102,,,,False
2004-2005,2005,0010400070,20041022/MIAATL,Final,2004-10-23,02:00,1610612737,ATL,82,1610612748,MIA,113,,,,False
2004-2005,2005,0010400071,20041022/WASDET,Final,2004-10-23,02:00,1610612765,DET,100,1610612764,WAS,82,,,,False
2004-2005,2005,0010400072,20041023/HOUORL,Final,2004-10-24,01:00,1610612753,ORL,95,1610612745,HOU,72,,,,False
2004-2005,2005,0010400073,20041023/ATLMEM,Final,2004-10-24,02:00,1610612763,MEM,104,1610612737,ATL,72,,,,False
2004-2005,2005,0010400074,20041023/INDMIN,Final,2004-10-24,02:00,1610612750,MIN,104,1610612754,IND,106,,,,False
2004-2005,2005,0010400075,20041023/NOHSAC,Final,2004-10-24,04:00,1610612758,SAC,92,1610612740,NOH,87,,,,False
2004-2005,2005,0010400076,20041023/CLEBOS,Final,2004-10-24,01:30,1610612738,BOS,91,1610612739,CLE,96,,,,False
2004-2005,2005,0010400077,20041023/NJNPHI,Final,2004-10-24,01:30,1610612755,PHI,86,1610612751,NJN,81,,,,False
2004-2005,2005,0010400078,20041023/TORCHI,Final,2004-10-24,02:30,1610612741,CHI,89,1610612761,TOR,91,,,,False
2004-2005,2005,0010400079,20041023/DALMIL,Final,2004-10-24,02:30,1610612749,MIL,89,1610612742,DAL,91,,,,False
2004-2005,2005,0010400080,20041023/SEASAS,Final,2004-10-24,02:30,1610612759,SAS,91,1610612760,SEA,82,,,,False
2004-2005,2005,0010400086,20041024/PHXLAL,,2004-10-25,04:30,1610612747,LAL,0,1610612756,PHX,0,,,,False
2004-2005,2005,0010400081,20041024/UTADET,Final,2004-10-25,00:00,1610612765,DET,82,1610612762,UTA,75,,,,False
2004-2005,2005,0010400082,20041024/NOHLAC,Final,2004-10-25,03:30,1610612746,LAC,97,1610612740,NOH,96,,,,False
2004-2005,2005,0010400083,20041024/DALNYK,Final,2004-10-25,01:00,1610612752,NYK,102,1610612742,DAL,86,,,,False
2004-2005,2005,0010400084,20041024/CHAWAS,Final,2004-10-25,01:00,1610612764,WAS,97,1610612766,CHA,85,,,,False
2004-2005,2005,0010400085,20041024/INDDEN,Final,2004-10-25,03:00,1610612743,DEN,98,1610612754,IND,80,,,,False
2004-2005,2005,0010400088,20041025/BOSCLE,,2004-10-26,01:30,1610612739,CLE,0,1610612738,BOS,0,,,,False
2004-2005,2005,0010400090,20041025/SEALAL,,2004-10-26,04:30,1610612747,LAL,0,1610612760,SEA,0,,,,False
2004-2005,2005,0010400087,20041025/GSWPOR,Final,2004-10-26,04:00,1610612757,POR,84,1610612744,GSW,87,,,,False
2004-2005,2005,0010400089,20041025/WASCHI,Final,2004-10-26,02:30,1610612741,CHI,100,1610612764,WAS,95,,,,False
2004-2005,2005,0010400091,20041026/MIACHA,Final,2004-10-26,17:00,1610612766,CHA,82,1610612748,MIA,74,,,,False
2004-2005,2005,0010400092,20041026/UTAPHI,Final,2004-10-27,01:00,1610612755,PHI,97,1610612762,UTA,88,,,,False
2004-2005,2005,0010400093,20041026/MEMIND,Final,2004-10-27,02:00,1610612754,IND,102,1610612763,MEM,96,,,,False
2004-2005,2005,0010400094,20041026/TORDEN,Final,2004-10-27,03:00,1610612743,DEN,102,1610612761,TOR,98,,,,False
2004-2005,2005,0010400095,20041026/SEAPHX,Final,2004-10-27,03:00,1610612756,PHX,103,1610612760,SEA,95,,,,False
2004-2005,2005,0010400096,20041026/NYKNJN,Final,2004-10-27,02:00,1610612751,NJN,79,1610612752,NYK,86,,,,False
2004-2005,2005,0010400097,20041026/SASDAL,Final,2004-10-27,02:30,1610612742,DAL,94,1610612759,SAS,98,,,,False
2004-2005,2005,0010400099,20041027/ATLCHA,,2004-10-28,01:00,1610612766,CHA,0,1610612737,ATL,0,,,,False
2004-2005,2005,0010400104,20041027/SASHOU,,2004-10-28,02:30,1610612745,HOU,0,1610612759,SAS,0,,,,False
2004-2005,2005,0010400105,20041027/LACGSW,Final,2004-10-28,04:30,1610612744,GSW,84,1610612746,LAC,78,,,,False
2004-2005,2005,0010400098,20041027/DETBOS,Final,2004-10-28,00:00,1610612738,BOS,96,1610612765,DET,84,,,,False
2004-2005,2005,0010400100,20041027/MIAORL,Final,2004-10-28,01:00,1610612753,ORL,109,1610612748,MIA,103,,,,False
2004-2005,2005,0010400101,20041027/CHIIND,Final,2004-10-28,02:00,1610612754,IND,91,1610612741,CHI,71,,,,False
2004-2005,2005,0010400102,20041027/MILMIN,Final,2004-10-28,02:00,1610612750,MIN,75,1610612749,MIL,76,,,,False
2004-2005,2005,0010400103,20041027/TORPOR,Final,2004-10-28,04:00,1610612757,POR,97,1610612761,TOR,95,,,,False
2004-2005,2005,0010400106,20041028/MEMMIL,,2004-10-29,02:00,1610612749,MIL,0,1610612763,MEM,0,,,,False
2004-2005,2005,0010400109,20041028/ATLCLE,,2004-10-29,01:30,1610612739,CLE,0,1610612737,ATL,0,,,,False
2004-2005,2005,0010400112,20041028/WASLAL,,2004-10-29,02:30,1610612747,LAL,0,1610612764,WAS,0,,,,False
2004-2005,2005,0010400113,20041028/PHXLAC,Final,2004-10-29,04:30,1610612746,LAC,88,1610612756,PHX,109,,,,False
2004-2005,2005,0010400110,20041028/SACDAL,Final,2004-10-29,02:30,1610612742,DAL,112,1610612758,SAC,93,,,,False
2004-2005,2005,0010400111,20041028/DENHOU,Final,2004-10-29,02:30,1610612745,HOU,88,1610612743,DEN,93,,,,False
2004-2005,2005,0010400107,20041028/PHINJN,Final,2004-10-29,01:30,1610612751,NJN,96,1610612755,PHI,94,,,,False
2004-2005,2005,0010400108,20041028/UTANYK,Final,2004-10-29,01:30,1610612752,NYK,93,1610612762,UTA,85,,,,False
2004-2005,2005,0010400114,20041029/CLETOR,Final,2004-10-30,01:00,1610612761,TOR,100,1610612739,CLE,92,,,,False
2004-2005,2005,0010400115,20041029/DENIND,Final,2004-10-30,02:00,1610612754,IND,79,1610612743,DEN,98,,,,False
2004-2005,2005,0010400116,20041029/DETMIN,Final,2004-10-30,02:00,1610612750,MIN,102,1610612765,DET,95,,,,False
2004-2005,2005,0010400117,20041029/PORSEA,Final,2004-10-30,04:30,1610612760,SEA,91,1610612757,POR,87,,,,False
2004-2005,2005,0010400118,20041029/NOHSAS,Final,2004-10-30,02:30,1610612759,SAS,102,1610612740,NOH,86,,,,False
2004-2005,2005,0010400119,20041029/PHXSAC,Final,2004-10-30,04:30,1610612758,SAC,96,1610612756,PHX,124,,,,False
2004-2005,2005,0020400001,20041102/HOUDET,Final,2004-11-03,02:00,1610612765,DET,87,1610612745,HOU,79,,,,False
2004-2005,2005,0020400002,20041102/SACDAL,Final,2004-11-03,02:30,1610612742,DAL,107,1610612758,SAC,98,,,,False
2004-2005,2005,0020400003,20041102/DENLAL,Final,2004-11-03,04:30,1610612747,LAL,89,1610612743,DEN,78,,,,False
2004-2005,2005,0020400004,20041103/HOUTOR,Final,2004-11-04,01:00,1610612761,TOR,95,1610612745,HOU,88,,,,False
2004-2005,2005,0020400005,20041103/MILORL,Final,2004-11-04,01:00,1610612753,ORL,93,1610612749,MIL,92,,,,False
2004-2005,2005,0020400006,20041103/INDCLE,Final/OT2,2004-11-04,01:00,1610612739,CLE,104,1610612754,IND,109,,,,False
2004-2005,2005,0020400007,20041103/PHIBOS,Final,2004-11-04,01:30,1610612738,BOS,95,1610612755,PHI,98,,,,False
2004-2005,2005,0020400008,20041103/MIANJN,Final,2004-11-04,02:00,1610612751,NJN,77,1610612748,MIA,100,,,,False
2004-2005,2005,0020400009,20041103/WASMEM,Final,2004-11-04,02:00,1610612763,MEM,91,1610612764,WAS,103,,,,False
2004-2005,2005,0020400010,20041103/DALNOH,Final,2004-11-04,02:00,1610612740,NOH,91,1610612742,DAL,106,,,,False
2004-2005,2005,0020400011,20041103/NYKMIN,Final,2004-11-04,02:00,1610612750,MIN,99,1610612752,NYK,93,,,,False
2004-2005,2005,0020400012,20041103/SACSAS,Final,2004-11-04,02:30,1610612759,SAS,101,1610612758,SAC,85,,,,False
2004-2005,2005,0020400013,20041103/ATLPHX,Final,2004-11-04,03:00,1610612756,PHX,112,1610612737,ATL,82,,,,False
2004-2005,2005,0020400014,20041103/LALUTA,Final,2004-11-04,04:30,1610612762,UTA,104,1610612747,LAL,78,,,,False
2004-2005,2005,0020400015,20041103/SEALAC,Final,2004-11-04,04:30,1610612746,LAC,114,1610612760,SEA,84,,,,False
2004-2005,2005,0020400016,20041103/PORGSW,Final,2004-11-04,04:30,1610612744,GSW,75,1610612757,POR,78,,,,False
2004-2005,2005,0020400017,20041104/WASCHA,Final,2004-11-05,01:00,1610612766,CHA,96,1610612764,WAS,103,,,,False
2004-2005,2005,0020400018,20041104/CLEMIA,Final,2004-11-05,02:00,1610612748,MIA,92,1610612739,CLE,86,,,,False
2004-2005,2005,0020400019,20041104/MINDEN,Final/OT,2004-11-05,04:30,1610612743,DEN,94,1610612750,MIN,92,,,,False
2004-2005,2005,0020400020,20041105/DETTOR,Final,2004-11-06,01:00,1610612761,TOR,101,1610612765,DET,89,,,,False
2004-2005,2005,0020400021,20041105/PHXPHI,Final,2004-11-06,01:00,1610612755,PHI,98,1610612756,PHX,108,,,,False
