Saison,Année,gameId,gameCode,gameStatusText,dateParis,heureParis,homeTeamId,homeTeamTricode,homeTeamScore,awayTeamId,awayTeamTricode,awayTeamScore,seriesGameNumber,gameLabel,poRoundDesc,ifNecessary
2002-2003,2003,0010200001,20021006/UTASEA,,2002-10-07,03:00,1610612760,SEA,0,1610612762,UTA,0,,,,False
2002-2003,2003,0010200002,20021008/ORLATL,,2002-10-09,01:30,1610612737,ATL,0,1610612753,ORL,0,,,,False
2002-2003,2003,0010200003,20021008/BOSNYK,,2002-10-09,01:30,1610612752,NYK,0,1610612738,BOS,0,,,,False
2002-2003,2003,0010200004,20021008/SACDAL,,2002-10-09,02:30,1610612742,DAL,0,1610612758,SAC,0,,,,False
2002-2003,2003,0010200005,20021008/DETTOR,,2002-10-09,01:00,1610612761,TOR,0,1610612765,DET,0,,,,False
2002-2003,2003,0010200006,20021008/GSWSEA,,2002-10-09,03:00,1610612760,SEA,0,1610612744,GSW,0,,,,False
2002-2003,2003,0010200007,20021008/HOUMEM,,2002-10-09,02:00,1610612763,MEM,0,1610612745,HOU,0,,,,False
2002-2003,2003,0010200008,20021008/LACLAL,,2002-10-09,04:30,1610612747,LAL,0,1610612746,LAC,0,,,,False
2002-2003,2003,0010200009,20021008/MILMIN,,2002-10-09,02:00,1610612750,MIN,0,1610612749,MIL,0,,,,False
2002-2003,2003,0010200010,20021008/SASPHI,,2002-10-09,01:00,1610612755,PHI,0,1610612759,SAS,0,,,,False
2002-2003,2003,0010200011,20021008/UTAPOR,,2002-10-09,04:00,1610612757,POR,0,1610612762,UTA,0,,,,False
2002-2003,2003,0010200012,20021009/CLENJN,,2002-10-10,01:30,1610612751,NJN,0,1610612739,CLE,0,,,,False
2002-2003,2003,0010200013,20021009/NOHIND,,2002-10-10,02:00,1610612754,IND,0,1610612740,NOH,0,,,,False
2002-2003,2003,0010200014,20021009/MIAMEM,,2002-10-10,02:00,1610612763,MEM,0,1610612748,MIA,0,,,,False
2002-2003,2003,0010200015,20021010/ATLORL,,2002-10-11,01:00,1610612753,ORL,0,1610612737,ATL,0,,,,False
2002-2003,2003,0010200016,20021010/CHIBOS,,2002-10-11,01:30,1610612738,BOS,0,1610612741,CHI,0,,,,False
2002-2003,2003,0010200017,20021010/CLEDET,,2002-10-11,01:30,1610612765,DET,0,1610612739,CLE,0,,,,False
2002-2003,2003,0010200018,20021010/DENDAL,,2002-10-11,02:30,1610612742,DAL,0,1610612743,DEN,0,,,,False
2002-2003,2003,0010200019,20021010/NOHIND,,2002-10-11,02:00,1610612754,IND,0,1610612740,NOH,0,,,,False
2002-2003,2003,0010200020,20021010/LACPOR,,2002-10-11,04:00,1610612757,POR,0,1610612746,LAC,0,,,,False
2002-2003,2003,0010200021,20021010/SASNYK,,2002-10-11,01:30,1610612752,NYK,0,1610612759,SAS,0,,,,False
2002-2003,2003,0010200022,20021010/PHIWAS,,2002-10-11,01:00,1610612764,WAS,0,1610612755,PHI,0,,,,False
2002-2003,2003,0010200023,20021010/UTASAC,,2002-10-11,04:30,1610612758,SAC,0,1610612762,UTA,0,,,,False
2002-2003,2003,0010200024,20021011/TORCHI,,2002-10-12,02:30,1610612741,CHI,0,1610612761,TOR,0,,,,False
2002-2003,2003,0010200025,20021011/DALMIL,,2002-10-12,02:30,1610612749,MIL,0,1610612742,DAL,0,,,,False
2002-2003,2003,0010200026,20021011/PORGSW,,2002-10-12,04:30,1610612744,GSW,0,1610612757,POR,0,,,,False
2002-2003,2003,0010200027,20021011/SEALAC,,2002-10-12,04:30,1610612746,LAC,0,1610612760,SEA,0,,,,False
2002-2003,2003,0010200028,20021011/MEMLAL,,2002-10-12,02:30,1610612747,LAL,0,1610612763,MEM,0,,,,False
2002-2003,2003,0010200029,20021011/PHXNJN,,2002-10-12,01:30,1610612751,NJN,0,1610612756,PHX,0,,,,False
2002-2003,2003,0010200030,20021011/MINMIA,,2002-10-12,01:00,1610612748,MIA,0,1610612750,MIN,0,,,,False
2002-2003,2003,0010200031,20021012/ATLIND,,2002-10-13,02:00,1610612754,IND,0,1610612737,ATL,0,,,,False
2002-2003,2003,0010200032,20021012/DENLAL,,2002-10-13,02:30,1610612747,LAL,0,1610612743,DEN,0,,,,False
2002-2003,2003,0010200033,20021012/GSWSAC,,2002-10-13,04:00,1610612758,SAC,0,1610612744,GSW,0,,,,False
2002-2003,2003,0010200034,20021012/ORLMIA,,2002-10-13,01:30,1610612748,MIA,0,1610612753,ORL,0,,,,False
2002-2003,2003,0010200035,20021012/PHXNYK,,2002-10-13,01:30,1610612752,NYK,0,1610612756,PHX,0,,,,False
2002-2003,2003,0010200036,20021012/SASNOH,,2002-10-13,02:30,1610612740,NOH,0,1610612759,SAS,0,,,,False
2002-2003,2003,0010200037,20021013/MEMLAC,,2002-10-14,03:00,1610612746,LAC,0,1610612763,MEM,0,,,,False
2002-2003,2003,0010200038,20021013/PHITOR,,2002-10-14,00:00,1610612761,TOR,0,1610612755,PHI,0,,,,False
2002-2003,2003,0010200039,20021014/PHXCHI,,2002-10-15,02:30,1610612741,CHI,0,1610612756,PHX,0,,,,False
2002-2003,2003,0010200040,20021014/GSWPOR,,2002-10-15,04:00,1610612757,POR,0,1610612744,GSW,0,,,,False
2002-2003,2003,0010200041,20021014/MEMSEA,,2002-10-15,04:00,1610612760,SEA,0,1610612763,MEM,0,,,,False
2002-2003,2003,0010200042,20021014/WASPHI,,2002-10-15,01:00,1610612755,PHI,0,1610612764,WAS,0,,,,False
2002-2003,2003,0010200043,20021015/BOSNJN,,2002-10-16,01:30,1610612751,NJN,0,1610612738,BOS,0,,,,False
2002-2003,2003,0010200044,20021015/CHIMIN,,2002-10-16,02:00,1610612750,MIN,0,1610612741,CHI,0,,,,False
2002-2003,2003,0010200045,20021015/TORCLE,,2002-10-16,01:30,1610612739,CLE,0,1610612761,TOR,0,,,,False
2002-2003,2003,0010200046,20021015/DALDET,,2002-10-16,01:30,1610612765,DET,0,1610612742,DAL,0,,,,False
2002-2003,2003,0010200047,20021015/DENWAS,,2002-10-16,01:30,1610612764,WAS,0,1610612743,DEN,0,,,,False
2002-2003,2003,0010200048,20021015/SASHOU,,2002-10-16,02:30,1610612745,HOU,0,1610612759,SAS,0,,,,False
2002-2003,2003,0010200049,20021015/NOHORL,,2002-10-16,01:00,1610612753,ORL,0,1610612740,NOH,0,,,,False
2002-2003,2003,0010200050,20021015/NYKUTA,,2002-10-16,03:00,1610612762,UTA,0,1610612752,NYK,0,,,,False
2002-2003,2003,0010200051,20021016/DENIND,,2002-10-17,02:00,1610612754,IND,0,1610612743,DEN,0,,,,False
2002-2003,2003,0010200052,20021016/LACMIL,,2002-10-17,02:00,1610612749,MIL,0,1610612746,LAC,0,,,,False
