Saison,Année,gameId,gameCode,gameStatusText,dateParis,heureParis,homeTeamId,homeTeamTricode,homeTeamScore,awayTeamId,awayTeamTricode,awayTeamScore,seriesGameNumber,gameLabel,poRoundDesc,ifNecessary
2001-2002,2002,0010100002,20011006/GSWLAL,,2001-10-07,04:30,1610612747,LAL,0,1610612744,GSW,0,,,,False
2001-2002,2002,0010100003,20011009/ATLIND,,2001-10-10,02:30,1610612754,IND,0,1610612737,ATL,0,,,,False
2001-2002,2002,0010100004,20011009/CHHNJN,,2001-10-10,01:30,1610612751,NJN,0,1610612766,CHH,0,,,,False
2001-2002,2002,0010100005,20011009/CLEDET,,2001-10-10,01:30,1610612765,DET,0,1610612739,CLE,0,,,,False
2001-2002,2002,0010100006,20011009/DALPHI,,2001-10-10,01:00,1610612755,PHI,0,1610612742,DAL,0,,,,False
2001-2002,2002,0010100007,20011009/SASNYK,,2001-10-10,01:30,1610612752,NYK,0,1610612759,SAS,0,,,,False
2001-2002,2002,0010100008,20011009/PORMEM,,2001-10-10,02:00,1610612763,MEM,0,1610612757,POR,0,,,,False
2001-2002,2002,0010100009,20011009/SACUTA,,2001-10-10,03:00,1610612762,UTA,0,1610612758,SAC,0,,,,False
2001-2002,2002,0010100110,20011010/GSWLAL,,2001-10-10,06:00,1610612747,LAL,0,1610612744,GSW,0,,,,False
2001-2002,2002,0010100010,20011010/CHHBOS,,2001-10-11,01:00,1610612738,BOS,0,1610612766,CHH,0,,,,False
2001-2002,2002,0010100011,20011010/PHXHOU,,2001-10-11,03:30,1610612745,HOU,0,1610612756,PHX,0,,,,False
2001-2002,2002,0010100012,20011010/LACSEA,,2001-10-11,04:00,1610612760,SEA,0,1610612746,LAC,0,,,,False
2001-2002,2002,0010100013,20011010/MIAORL,,2001-10-11,01:30,1610612753,ORL,0,1610612748,MIA,0,,,,False
2001-2002,2002,0010100014,20011010/PORUTA,,2001-10-11,03:00,1610612762,UTA,0,1610612757,POR,0,,,,False
2001-2002,2002,0010100015,20011011/ATLIND,,2001-10-12,02:00,1610612754,IND,0,1610612737,ATL,0,,,,False
2001-2002,2002,0010100016,20011011/DALHOU,,2001-10-12,02:30,1610612745,HOU,0,1610612742,DAL,0,,,,False
2001-2002,2002,0010100017,20011011/SEADEN,,2001-10-12,03:00,1610612743,DEN,0,1610612760,SEA,0,,,,False
2001-2002,2002,0010100018,20011011/WASDET,,2001-10-12,01:30,1610612765,DET,0,1610612764,WAS,0,,,,False
2001-2002,2002,0010100019,20011011/MILMIA,,2001-10-12,01:30,1610612748,MIA,0,1610612749,MIL,0,,,,False
2001-2002,2002,0010100020,,,2001-10-11,20:30,0,,0,1610612750,MIN,0,,,,False
2001-2002,2002,0010100021,20011011/NJNNYK,,2001-10-12,01:30,1610612752,NYK,0,1610612751,NJN,0,,,,False
2001-2002,2002,0010100022,,,2001-10-11,20:30,0,,0,1610612761,TOR,0,,,,False
2001-2002,2002,0010100111,20011011/MINTOR,,2001-10-12,01:00,1610612761,TOR,0,1610612750,MIN,0,,,,False
2001-2002,2002,0010100023,20011012/ATLCHI,,2001-10-13,02:30,1610612741,CHI,0,1610612737,ATL,0,,,,False
2001-2002,2002,0010100024,20011012/BOSDAL,,2001-10-13,02:30,1610612742,DAL,0,1610612738,BOS,0,,,,False
2001-2002,2002,0010100025,20011012/ORLCHH,,2001-10-13,01:30,1610612766,CHH,0,1610612753,ORL,0,,,,False
2001-2002,2002,0010100026,20011012/PORSAC,,2001-10-13,04:00,1610612758,SAC,0,1610612757,POR,0,,,,False
2001-2002,2002,0010100030,20011012/GSWLAL,,2001-10-13,05:00,1610612747,LAL,0,1610612744,GSW,0,,,,False
2001-2002,2002,0010100027,20011013/BOSSAS,,2001-10-14,02:30,1610612759,SAS,0,1610612738,BOS,0,,,,False
2001-2002,2002,0010100028,20011013/CHIIND,,2001-10-14,03:00,1610612754,IND,0,1610612741,CHI,0,,,,False
2001-2002,2002,0010100029,20011013/NJNCLE,,2001-10-14,02:00,1610612739,CLE,0,1610612751,NJN,0,,,,False
2001-2002,2002,0010100031,20011013/WASMIA,,2001-10-14,01:30,1610612748,MIA,0,1610612764,WAS,0,,,,False
2001-2002,2002,0010100032,20011013/TORMIN,,2001-10-13,18:00,1610612750,MIN,0,1610612761,TOR,0,,,,False
2001-2002,2002,0010100033,20011013/PHINYK,,2001-10-14,01:30,1610612752,NYK,0,1610612755,PHI,0,,,,False
2001-2002,2002,0010100036,20011013/LALGSW,,2001-10-14,05:00,1610612744,GSW,0,1610612747,LAL,0,,,,False
